pw,speed,pwm,arm
479,0.0,100,434
494,0.7
497,0.8
505,1.0
510,1.1
516,1.2
525,1.3
530,1.4
545,1.6
560,1.9
580,2.2
593,2.3
609,2.5
630,2.8
650,3.0
680,3.3
700,3.6
719,3.8
741,4.0
756,4.2
761,4.3
